dataset,model,rmse,rank
openml/44066,SmoothGAM_tinyGBM,0.453458,25
openml/44066,FullPWC_LinDisp,0.451738,18
openml/44066,SmoothGAM_40s,0.453458,26
openml/44066,HingeGBM_v1,0.428078,9
openml/44066,SklearnStumpGAM_v1,0.451878,19
openml/44066,SmoothGAM_50s,0.453458,27
openml/44066,SmoothGAM_r70hyb,0.453458,28
openml/44066,DistilledGAM_v1,0.484755,31
openml/44066,SmartAdditive_v2,0.448822,13
openml/44066,HingeEBM_v1,0.402982,6
openml/44066,SmoothGAM_v1,0.450240,15
openml/44066,SmoothGAM_ES,0.450240,16
openml/44066,PyGAM,0.436921,10
openml/44066,DT_mini,0.593352,38
openml/44066,DT_large,0.558200,36
openml/44066,OLS,0.697876,39
openml/44066,LassoCV,0.715213,40
openml/44066,RidgeCV,0.513036,32
openml/44066,RF,0.462022,29
openml/44066,GBM,0.399266,3
openml/44066,MLP,173.344181,41
openml/44066,FIGS_mini,0.533429,34
openml/44066,FIGS_large,0.467820,30
openml/44066,RuleFit,0.519056,33
openml/44066,HSTree_mini,0.593151,37
openml/44066,HSTree_large,0.554359,35
openml/44066,EBM,0.396525,2
openml/44066,TabPFN,0.344242,1
openml/44068,HingeEBM_big,0.613513,6
openml/44068,SklearnGAM_hybrid,0.704488,39
openml/44068,SmoothGAM_RF,0.633158,23
openml/44068,HingeEBM_LinDisp,0.615821,15
openml/44068,SmartAdditive_v5,0.614392,8
openml/44068,SmoothGAM_noES,0.704488,40
openml/44068,SmoothGAM_hybrid,0.626458,19
openml/44068,SmartAddGAM_r90,0.614392,9
openml/44068,SmoothGAM_RF100,0.633431,24
openml/44068,SmartAdditive_v1,0.614392,10
openml/44068,HingeEBM_5bag,0.613624,7
openml/44068,HingeEBM_smart,0.615821,16
openml/44068,SmoothGAM_RF_sqrt,0.646552,26
openml/44068,SmoothGAM_tinyGBM,0.669103,32
openml/44068,FullPWC_LinDisp,0.614392,11
openml/44068,SmoothGAM_40s,0.654160,28
openml/44068,HingeGBM_v1,0.608729,2
openml/44068,SklearnStumpGAM_v1,0.614394,13
openml/44068,SmoothGAM_50s,0.649638,27
openml/44068,SmoothGAM_r70hyb,0.704488,41
openml/44068,DistilledGAM_v1,0.621767,18
openml/44068,SmartAdditive_v2,0.614392,12
openml/44068,HingeEBM_v1,0.615583,14
openml/44068,SmoothGAM_v1,0.626458,20
openml/44068,SmoothGAM_ES,0.626458,21
openml/44068,PyGAM,0.611323,4
openml/44068,DT_mini,0.670443,33
openml/44068,DT_large,0.677957,34
openml/44068,OLS,0.702291,37
openml/44068,LassoCV,0.702291,38
openml/44068,RidgeCV,0.702283,36
openml/44068,RF,0.621249,17
openml/44068,GBM,0.610450,3
openml/44068,MLP,0.661653,30
openml/44068,FIGS_mini,0.684897,35
openml/44068,FIGS_large,0.656414,29
openml/44068,RuleFit,0.629313,22
openml/44068,HSTree_mini,0.667325,31
openml/44068,HSTree_large,0.646300,25
openml/44068,EBM,0.611455,5
openml/44068,TabPFN,0.601258,1
openml/44069,HingeEBM_big,0.151232,24
openml/44069,SklearnGAM_hybrid,0.159936,28
openml/44069,SmoothGAM_RF,0.320838,29
openml/44069,HingeEBM_LinDisp,0.021374,4
openml/44069,SmartAdditive_v5,0.031025,7
openml/44069,SmoothGAM_noES,0.320838,30
openml/44069,SmoothGAM_hybrid,0.038614,14
openml/44069,SmartAddGAM_r90,0.031025,8
openml/44069,SmoothGAM_RF100,0.320838,31
openml/44069,SmartAdditive_v1,0.031025,9
openml/44069,HingeEBM_5bag,0.151232,25
openml/44069,HingeEBM_smart,0.151232,26
openml/44069,SmoothGAM_RF_sqrt,0.320838,32
openml/44069,SmoothGAM_tinyGBM,0.320838,33
openml/44069,FullPWC_LinDisp,0.031025,10
openml/44069,SmoothGAM_40s,0.320838,34
openml/44069,HingeGBM_v1,0.151232,27
openml/44069,SklearnStumpGAM_v1,0.031062,12
openml/44069,SmoothGAM_50s,0.320838,35
openml/44069,SmoothGAM_r70hyb,0.320838,36
openml/44069,DistilledGAM_v1,0.033714,13
openml/44069,SmartAdditive_v2,0.031025,11
openml/44069,HingeEBM_v1,0.021519,5
openml/44069,SmoothGAM_v1,0.038614,15
openml/44069,SmoothGAM_ES,0.038614,16
openml/44069,PyGAM,0.123921,20
openml/44069,DT_mini,0.140906,22
openml/44069,DT_large,0.059670,19
openml/44069,OLS,0.546202,39
openml/44069,LassoCV,0.565773,40
openml/44069,RidgeCV,0.545854,38
openml/44069,RF,0.024795,6
openml/44069,GBM,0.017181,2
openml/44069,MLP,0.471498,37
openml/44069,FIGS_mini,0.124387,21
openml/44069,FIGS_large,0.058359,17
openml/44069,RuleFit,0.815360,41
openml/44069,HSTree_mini,0.140935,23
openml/44069,HSTree_large,0.059649,18
openml/44069,EBM,0.017788,3
openml/44069,TabPFN,0.013836,1
openml/45048,HingeEBM_big,0.184035,21
openml/45048,SklearnGAM_hybrid,0.428205,30
openml/45048,SmoothGAM_RF,0.428205,31
openml/45048,HingeEBM_LinDisp,0.153376,14
openml/45048,SmartAdditive_v5,0.150880,7
openml/45048,SmoothGAM_noES,0.428205,32
openml/45048,SmoothGAM_hybrid,0.148509,3
openml/45048,SmartAddGAM_r90,0.150880,8
openml/45048,SmoothGAM_RF100,0.428205,33
openml/45048,SmartAdditive_v1,0.150880,9
openml/45048,HingeEBM_5bag,0.184035,22
openml/45048,HingeEBM_smart,0.184035,23
openml/45048,SmoothGAM_RF_sqrt,0.428205,34
openml/45048,SmoothGAM_tinyGBM,0.428205,35
openml/45048,FullPWC_LinDisp,0.150880,10
openml/45048,SmoothGAM_40s,0.428205,36
openml/45048,HingeGBM_v1,0.184035,24
openml/45048,SklearnStumpGAM_v1,0.150880,11
openml/45048,SmoothGAM_50s,0.428205,37
openml/45048,SmoothGAM_r70hyb,0.428205,38
openml/45048,DistilledGAM_v1,0.175878,17
openml/45048,SmartAdditive_v2,0.150880,12
openml/45048,HingeEBM_v1,0.153361,13
openml/45048,SmoothGAM_v1,0.148509,4
openml/45048,SmoothGAM_ES,0.148509,5
openml/45048,PyGAM,0.156683,16
openml/45048,DT_mini,0.219086,27
openml/45048,DT_large,0.177868,19
openml/45048,OLS,0.427149,28
openml/45048,LassoCV,0.430363,39
openml/45048,RidgeCV,0.427149,29
openml/45048,RF,0.153820,15
openml/45048,GBM,0.149850,6
openml/45048,MLP,18.866872,41
openml/45048,FIGS_mini,0.211724,25
openml/45048,FIGS_large,0.180423,20
openml/45048,RuleFit,0.446662,40
openml/45048,HSTree_mini,0.219082,26
openml/45048,HSTree_large,0.177582,18
openml/45048,EBM,0.148318,2
openml/45048,TabPFN,0.143050,1
openml/45041,HingeEBM_big,1.046844,6
openml/45041,SklearnGAM_hybrid,1.057276,16
openml/45041,SmoothGAM_RF,1.061647,32
openml/45041,HingeEBM_LinDisp,1.046704,3
openml/45041,SmartAdditive_v5,1.060249,25
openml/45041,SmoothGAM_noES,1.056807,14
openml/45041,SmoothGAM_hybrid,1.057952,19
openml/45041,SmartAddGAM_r90,1.060249,26
openml/45041,SmoothGAM_RF100,1.061083,31
openml/45041,SmartAdditive_v1,1.060249,27
openml/45041,HingeEBM_5bag,1.046054,2
openml/45041,HingeEBM_smart,1.046704,4
openml/45041,SmoothGAM_RF_sqrt,1.062005,33
openml/45041,SmoothGAM_tinyGBM,1.058893,22
openml/45041,FullPWC_LinDisp,1.060249,28
openml/45041,SmoothGAM_40s,1.059022,24
openml/45041,HingeGBM_v1,1.065649,34
openml/45041,SklearnStumpGAM_v1,1.060339,30
openml/45041,SmoothGAM_50s,1.058925,23
openml/45041,SmoothGAM_r70hyb,1.056807,15
openml/45041,DistilledGAM_v1,1.055514,12
openml/45041,SmartAdditive_v2,1.060249,29
openml/45041,HingeEBM_v1,1.043773,1
openml/45041,SmoothGAM_v1,1.057952,20
openml/45041,SmoothGAM_ES,1.057952,21
openml/45041,PyGAM,1.366975,41
openml/45041,DT_mini,1.119061,37
openml/45041,DT_large,1.184105,40
openml/45041,OLS,1.092823,36
openml/45041,LassoCV,1.053602,9
openml/45041,RidgeCV,1.054943,11
openml/45041,RF,1.055811,13
openml/45041,GBM,1.083651,35
openml/45041,MLP,1.051845,8
openml/45041,FIGS_mini,1.136109,38
openml/45041,FIGS_large,1.169264,39
openml/45041,RuleFit,1.049514,7
openml/45041,HSTree_mini,1.057693,17
openml/45041,HSTree_large,1.057838,18
openml/45041,EBM,1.046724,5
openml/45041,TabPFN,1.054884,10
openml/45043,HingeEBM_big,0.908674,20
openml/45043,SklearnGAM_hybrid,0.919975,37
openml/45043,SmoothGAM_RF,0.903315,3
openml/45043,HingeEBM_LinDisp,0.908525,18
openml/45043,SmartAdditive_v5,0.906197,6
openml/45043,SmoothGAM_noES,0.917634,33
openml/45043,SmoothGAM_hybrid,0.917101,30
openml/45043,SmartAddGAM_r90,0.906197,7
openml/45043,SmoothGAM_RF100,0.902900,2
openml/45043,SmartAdditive_v1,0.906197,8
openml/45043,HingeEBM_5bag,0.907438,13
openml/45043,HingeEBM_smart,0.908525,19
openml/45043,SmoothGAM_RF_sqrt,0.902761,1
openml/45043,SmoothGAM_tinyGBM,0.910238,23
openml/45043,FullPWC_LinDisp,0.906197,9
openml/45043,SmoothGAM_40s,0.908955,21
openml/45043,HingeGBM_v1,0.910354,25
openml/45043,SklearnStumpGAM_v1,0.906067,5
openml/45043,SmoothGAM_50s,0.908422,17
openml/45043,SmoothGAM_r70hyb,0.917634,34
openml/45043,DistilledGAM_v1,0.907891,16
openml/45043,SmartAdditive_v2,0.906197,10
openml/45043,HingeEBM_v1,0.906872,11
openml/45043,SmoothGAM_v1,0.917101,31
openml/45043,SmoothGAM_ES,0.917101,32
openml/45043,PyGAM,0.910325,24
openml/45043,DT_mini,0.910464,26
openml/45043,DT_large,0.919764,36
openml/45043,OLS,0.927683,39
openml/45043,LassoCV,0.928802,41
openml/45043,RidgeCV,0.927758,40
openml/45043,RF,0.909329,22
openml/45043,GBM,0.914768,29
openml/45043,MLP,0.923017,38
openml/45043,FIGS_mini,0.911559,28
openml/45043,FIGS_large,0.919213,35
openml/45043,RuleFit,0.907808,15
openml/45043,HSTree_mini,0.907797,14
openml/45043,HSTree_large,0.907277,12
openml/45043,EBM,0.910994,27
openml/45043,TabPFN,0.904962,4
openml/45047,HingeEBM_big,,
openml/45047,SklearnGAM_hybrid,0.988957,19
openml/45047,SmoothGAM_RF,0.986940,17
openml/45047,HingeEBM_LinDisp,,
openml/45047,SmartAdditive_v5,0.982852,8
openml/45047,SmoothGAM_noES,0.988957,20
openml/45047,SmoothGAM_hybrid,0.988957,21
openml/45047,SmartAddGAM_r90,0.982852,9
openml/45047,SmoothGAM_RF100,0.986853,16
openml/45047,SmartAdditive_v1,0.982852,10
openml/45047,HingeEBM_5bag,,
openml/45047,HingeEBM_smart,,
openml/45047,SmoothGAM_RF_sqrt,0.982806,6
openml/45047,SmoothGAM_tinyGBM,0.984959,13
openml/45047,FullPWC_LinDisp,0.982852,11
openml/45047,SmoothGAM_40s,0.985904,14
openml/45047,HingeGBM_v1,0.995559,28
openml/45047,SklearnStumpGAM_v1,0.982837,7
openml/45047,SmoothGAM_50s,0.985954,15
openml/45047,SmoothGAM_r70hyb,0.988957,22
openml/45047,DistilledGAM_v1,1.001761,29
openml/45047,SmartAdditive_v2,0.982852,12
openml/45047,HingeEBM_v1,,
openml/45047,SmoothGAM_v1,0.988957,23
openml/45047,SmoothGAM_ES,0.988957,24
openml/45047,PyGAM,0.988619,18
openml/45047,DT_mini,1.009045,30
openml/45047,DT_large,1.043495,34
openml/45047,OLS,0.981454,2
openml/45047,LassoCV,0.981846,4
openml/45047,RidgeCV,0.981454,3
openml/45047,RF,0.989320,27
openml/45047,GBM,1.013791,32
openml/45047,MLP,1.781095,35
openml/45047,FIGS_mini,1.009776,31
openml/45047,FIGS_large,1.042911,33
openml/45047,RuleFit,0.982551,5
openml/45047,HSTree_mini,0.989215,26
openml/45047,HSTree_large,0.989097,25
openml/45047,EBM,,
openml/45047,TabPFN,0.979825,1
openml/45045,HingeEBM_big,,
openml/45045,SklearnGAM_hybrid,1.027700,23
openml/45045,SmoothGAM_RF,1.009126,10
openml/45045,HingeEBM_LinDisp,,
openml/45045,SmartAdditive_v5,1.006931,2
openml/45045,SmoothGAM_noES,1.028039,24
openml/45045,SmoothGAM_hybrid,1.029427,26
openml/45045,SmartAddGAM_r90,1.006931,3
openml/45045,SmoothGAM_RF100,1.008783,9
openml/45045,SmartAdditive_v1,1.006931,4
openml/45045,HingeEBM_5bag,,
openml/45045,HingeEBM_smart,,
openml/45045,SmoothGAM_RF_sqrt,1.011451,11
openml/45045,SmoothGAM_tinyGBM,1.017538,19
openml/45045,FullPWC_LinDisp,1.006931,5
openml/45045,SmoothGAM_40s,1.013468,15
openml/45045,HingeGBM_v1,1.012634,14
openml/45045,SklearnStumpGAM_v1,1.006931,6
openml/45045,SmoothGAM_50s,1.012246,13
openml/45045,SmoothGAM_r70hyb,1.028039,25
openml/45045,DistilledGAM_v1,1.014120,16
openml/45045,SmartAdditive_v2,1.006931,7
openml/45045,HingeEBM_v1,,
openml/45045,SmoothGAM_v1,1.029427,27
openml/45045,SmoothGAM_ES,1.029427,28
openml/45045,PyGAM,1.021995,21
openml/45045,DT_mini,1.029846,29
openml/45045,DT_large,1.056143,34
openml/45045,OLS,1.035602,32
openml/45045,LassoCV,1.032441,30
openml/45045,RidgeCV,1.034180,31
openml/45045,RF,1.011967,12
openml/45045,GBM,1.025984,22
openml/45045,MLP,1.052249,33
openml/45045,FIGS_mini,1.019692,20
openml/45045,FIGS_large,1.058829,35
openml/45045,RuleFit,1.007409,8
openml/45045,HSTree_mini,1.015131,17
openml/45045,HSTree_large,1.015207,18
openml/45045,EBM,,
openml/45045,TabPFN,1.006461,1
openml/45046,HingeEBM_big,,
openml/45046,SklearnGAM_hybrid,0.822935,23
openml/45046,SmoothGAM_RF,0.810069,5
openml/45046,HingeEBM_LinDisp,,
openml/45046,SmartAdditive_v5,0.816698,19
openml/45046,SmoothGAM_noES,0.822935,24
openml/45046,SmoothGAM_hybrid,0.823417,26
openml/45046,SmartAddGAM_r90,0.816550,18
openml/45046,SmoothGAM_RF100,0.810615,9
openml/45046,SmartAdditive_v1,0.810551,6
openml/45046,HingeEBM_5bag,,
openml/45046,HingeEBM_smart,,
openml/45046,SmoothGAM_RF_sqrt,0.807022,4
openml/45046,SmoothGAM_tinyGBM,0.814646,16
openml/45046,FullPWC_LinDisp,0.810551,7
openml/45046,SmoothGAM_40s,0.813763,15
openml/45046,HingeGBM_v1,0.813037,12
openml/45046,SklearnStumpGAM_v1,0.810551,8
openml/45046,SmoothGAM_50s,0.813288,14
openml/45046,SmoothGAM_r70hyb,0.822935,25
openml/45046,DistilledGAM_v1,0.802498,2
openml/45046,SmartAdditive_v2,0.816698,20
openml/45046,HingeEBM_v1,,
openml/45046,SmoothGAM_v1,0.817309,21
openml/45046,SmoothGAM_ES,0.817309,22
openml/45046,PyGAM,0.813111,13
openml/45046,DT_mini,0.858509,32
openml/45046,DT_large,0.880086,35
openml/45046,OLS,0.810718,10
openml/45046,LassoCV,0.811334,11
openml/45046,RidgeCV,0.804923,3
openml/45046,RF,0.832011,27
openml/45046,GBM,0.814984,17
openml/45046,MLP,0.867794,34
openml/45046,FIGS_mini,0.845336,29
openml/45046,FIGS_large,0.847979,30
openml/45046,RuleFit,0.834232,28
openml/45046,HSTree_mini,0.860012,33
openml/45046,HSTree_large,0.858462,31
openml/45046,EBM,,
openml/45046,TabPFN,0.787969,1
openml/44055,HingeEBM_big,0.221512,30
openml/44055,SklearnGAM_hybrid,0.174321,12
openml/44055,SmoothGAM_RF,0.174321,13
openml/44055,HingeEBM_LinDisp,,
openml/44055,SmartAdditive_v5,0.161381,1
openml/44055,SmoothGAM_noES,0.174321,14
openml/44055,SmoothGAM_hybrid,0.172767,9
openml/44055,SmartAddGAM_r90,0.161381,2
openml/44055,SmoothGAM_RF100,0.174321,15
openml/44055,SmartAdditive_v1,0.161381,3
openml/44055,HingeEBM_5bag,0.221512,31
openml/44055,HingeEBM_smart,0.221512,32
openml/44055,SmoothGAM_RF_sqrt,0.174321,16
openml/44055,SmoothGAM_tinyGBM,0.174321,17
openml/44055,FullPWC_LinDisp,0.161381,4
openml/44055,SmoothGAM_40s,0.174321,18
openml/44055,HingeGBM_v1,0.221512,33
openml/44055,SklearnStumpGAM_v1,0.161381,5
openml/44055,SmoothGAM_50s,0.174321,19
openml/44055,SmoothGAM_r70hyb,0.174321,20
openml/44055,DistilledGAM_v1,0.245253,34
openml/44055,SmartAdditive_v2,0.161381,6
openml/44055,HingeEBM_v1,,
openml/44055,SmoothGAM_v1,0.172767,10
openml/44055,SmoothGAM_ES,0.172767,11
openml/44055,PyGAM,0.176427,22
openml/44055,DT_mini,0.179827,23
openml/44055,DT_large,0.209513,29
openml/44055,OLS,0.703093,37
openml/44055,LassoCV,0.702526,35
openml/44055,RidgeCV,0.702881,36
openml/44055,RF,0.174757,21
openml/44055,GBM,0.184934,26
openml/44055,MLP,0.908029,38
openml/44055,FIGS_mini,0.188404,27
openml/44055,FIGS_large,0.209306,28
openml/44055,RuleFit,0.162149,7
openml/44055,HSTree_mini,0.179827,24
openml/44055,HSTree_large,0.181341,25
openml/44055,EBM,,
openml/44055,TabPFN,0.169547,8
openml/44056,HingeEBM_big,,
openml/44056,SklearnGAM_hybrid,0.437244,26
openml/44056,SmoothGAM_RF,0.437244,27
openml/44056,HingeEBM_LinDisp,,
openml/44056,SmartAdditive_v5,0.401398,15
openml/44056,SmoothGAM_noES,0.437244,28
openml/44056,SmoothGAM_hybrid,0.435991,25
openml/44056,SmartAddGAM_r90,0.401398,16
openml/44056,SmoothGAM_RF100,0.437244,29
openml/44056,SmartAdditive_v1,0.395155,12
openml/44056,HingeEBM_5bag,,
openml/44056,HingeEBM_smart,,
openml/44056,SmoothGAM_RF_sqrt,0.437244,30
openml/44056,SmoothGAM_tinyGBM,0.437244,31
openml/44056,FullPWC_LinDisp,0.395155,13
openml/44056,SmoothGAM_40s,0.437244,32
openml/44056,HingeGBM_v1,0.112726,8
openml/44056,SklearnStumpGAM_v1,0.395155,14
openml/44056,SmoothGAM_50s,0.437244,33
openml/44056,SmoothGAM_r70hyb,0.437244,34
openml/44056,DistilledGAM_v1,0.420239,18
openml/44056,SmartAdditive_v2,0.401398,17
openml/44056,HingeEBM_v1,,
openml/44056,SmoothGAM_v1,0.429804,23
openml/44056,SmoothGAM_ES,0.429804,24
openml/44056,PyGAM,0.420361,19
openml/44056,DT_mini,0.176419,11
openml/44056,DT_large,0.077617,7
openml/44056,OLS,0.423670,21
openml/44056,LassoCV,0.423788,22
openml/44056,RidgeCV,0.423665,20
openml/44056,RF,0.044152,3
openml/44056,GBM,0.028003,2
openml/44056,MLP,0.053032,4
openml/44056,FIGS_mini,0.153446,9
openml/44056,FIGS_large,0.073244,5
openml/44056,RuleFit,0.478055,35
openml/44056,HSTree_mini,0.176411,10
openml/44056,HSTree_large,0.077604,6
openml/44056,EBM,,
openml/44056,TabPFN,0.006966,1
openml/44059,HingeEBM_big,0.200849,12
openml/44059,SklearnGAM_hybrid,0.216408,20
openml/44059,SmoothGAM_RF,0.216408,21
openml/44059,HingeEBM_LinDisp,,
openml/44059,SmartAdditive_v5,0.212432,16
openml/44059,SmoothGAM_noES,0.216408,22
openml/44059,SmoothGAM_hybrid,0.232091,33
openml/44059,SmartAddGAM_r90,0.212432,17
openml/44059,SmoothGAM_RF100,0.216408,23
openml/44059,SmartAdditive_v1,0.164554,5
openml/44059,HingeEBM_5bag,0.200849,13
openml/44059,HingeEBM_smart,0.200849,14
openml/44059,SmoothGAM_RF_sqrt,0.216408,24
openml/44059,SmoothGAM_tinyGBM,0.216408,25
openml/44059,FullPWC_LinDisp,0.164554,6
openml/44059,SmoothGAM_40s,0.216408,26
openml/44059,HingeGBM_v1,0.200849,15
openml/44059,SklearnStumpGAM_v1,0.164529,4
openml/44059,SmoothGAM_50s,0.216408,27
openml/44059,SmoothGAM_r70hyb,0.216408,28
openml/44059,DistilledGAM_v1,0.183692,8
openml/44059,SmartAdditive_v2,0.212432,18
openml/44059,HingeEBM_v1,,
openml/44059,SmoothGAM_v1,0.196619,10
openml/44059,SmoothGAM_ES,0.196619,11
openml/44059,PyGAM,0.132936,3
openml/44059,DT_mini,0.254350,37
openml/44059,DT_large,0.235618,34
openml/44059,OLS,0.222454,31
openml/44059,LassoCV,0.220534,30
openml/44059,RidgeCV,0.220367,29
openml/44059,RF,0.193119,9
openml/44059,GBM,0.127513,2
openml/44059,MLP,0.216128,19
openml/44059,FIGS_mini,0.236144,35
openml/44059,FIGS_large,0.164565,7
openml/44059,RuleFit,0.801692,38
openml/44059,HSTree_mini,0.254316,36
openml/44059,HSTree_large,0.230121,32
openml/44059,EBM,,
openml/44059,TabPFN,0.098251,1
openml/44061,HingeEBM_big,,
openml/44061,SklearnGAM_hybrid,0.860229,13
openml/44061,SmoothGAM_RF,0.858192,3
openml/44061,HingeEBM_LinDisp,,
openml/44061,SmartAdditive_v5,0.860229,14
openml/44061,SmoothGAM_noES,0.860229,15
openml/44061,SmoothGAM_hybrid,0.860229,16
openml/44061,SmartAddGAM_r90,0.860229,17
openml/44061,SmoothGAM_RF100,0.858633,5
openml/44061,SmartAdditive_v1,0.860206,8
openml/44061,HingeEBM_5bag,,
openml/44061,HingeEBM_smart,,
openml/44061,SmoothGAM_RF_sqrt,0.855245,2
openml/44061,SmoothGAM_tinyGBM,0.860005,6
openml/44061,FullPWC_LinDisp,0.860206,9
openml/44061,SmoothGAM_40s,0.860126,7
openml/44061,HingeGBM_v1,0.862540,24
openml/44061,SklearnStumpGAM_v1,0.860206,10
openml/44061,SmoothGAM_50s,0.860288,20
openml/44061,SmoothGAM_r70hyb,0.860229,18
openml/44061,DistilledGAM_v1,0.862938,25
openml/44061,SmartAdditive_v2,0.860229,19
openml/44061,HingeEBM_v1,,
openml/44061,SmoothGAM_v1,0.860206,11
openml/44061,SmoothGAM_ES,0.860206,12
openml/44061,PyGAM,0.879497,31
openml/44061,DT_mini,0.879530,32
openml/44061,DT_large,0.886457,34
openml/44061,OLS,0.879488,30
openml/44061,LassoCV,0.867341,26
openml/44061,RidgeCV,0.862280,23
openml/44061,RF,0.861079,22
openml/44061,GBM,0.858311,4
openml/44061,MLP,0.905292,35
openml/44061,FIGS_mini,0.879317,29
openml/44061,FIGS_large,0.884669,33
openml/44061,RuleFit,0.860981,21
openml/44061,HSTree_mini,0.875555,28
openml/44061,HSTree_large,0.868836,27
openml/44061,EBM,,
openml/44061,TabPFN,0.854839,1
openml/44062,HingeEBM_big,,
openml/44062,SklearnGAM_hybrid,0.373834,24
openml/44062,SmoothGAM_RF,0.373834,25
openml/44062,HingeEBM_LinDisp,,
openml/44062,SmartAdditive_v5,0.150266,7
openml/44062,SmoothGAM_noES,0.373834,26
openml/44062,SmoothGAM_hybrid,0.159881,13
openml/44062,SmartAddGAM_r90,0.150266,8
openml/44062,SmoothGAM_RF100,0.373834,27
openml/44062,SmartAdditive_v1,0.150266,9
openml/44062,HingeEBM_5bag,,
openml/44062,HingeEBM_smart,,
openml/44062,SmoothGAM_RF_sqrt,0.373834,28
openml/44062,SmoothGAM_tinyGBM,0.373834,29
openml/44062,FullPWC_LinDisp,0.150266,10
openml/44062,SmoothGAM_40s,0.373834,30
openml/44062,HingeGBM_v1,0.067993,3
openml/44062,SklearnStumpGAM_v1,0.150230,6
openml/44062,SmoothGAM_50s,0.373834,31
openml/44062,SmoothGAM_r70hyb,0.373834,32
openml/44062,DistilledGAM_v1,0.110092,4
openml/44062,SmartAdditive_v2,0.150266,11
openml/44062,HingeEBM_v1,,
openml/44062,SmoothGAM_v1,0.159881,14
openml/44062,SmoothGAM_ES,0.159881,15
openml/44062,PyGAM,0.211560,18
openml/44062,DT_mini,0.308180,22
openml/44062,DT_large,0.191716,16
openml/44062,OLS,0.527515,34
openml/44062,LassoCV,0.430647,33
openml/44062,RidgeCV,0.355213,23
openml/44062,RF,0.121132,5
openml/44062,GBM,0.063535,2
openml/44062,MLP,8.054938,35
openml/44062,FIGS_mini,0.261489,19
openml/44062,FIGS_large,0.159745,12
openml/44062,RuleFit,0.296749,20
openml/44062,HSTree_mini,0.308086,21
openml/44062,HSTree_large,0.191716,17
openml/44062,EBM,,
openml/44062,TabPFN,0.017619,1
openml/44063,HingeEBM_big,,
openml/44063,SklearnGAM_hybrid,0.656837,28
openml/44063,SmoothGAM_RF,0.564348,7
openml/44063,HingeEBM_LinDisp,,
openml/44063,SmartAdditive_v5,0.605394,15
openml/44063,SmoothGAM_noES,0.656837,29
openml/44063,SmoothGAM_hybrid,0.649447,25
openml/44063,SmartAddGAM_r90,0.605394,16
openml/44063,SmoothGAM_RF100,0.565520,8
openml/44063,SmartAdditive_v1,0.604777,12
openml/44063,HingeEBM_5bag,,
openml/44063,HingeEBM_smart,,
openml/44063,SmoothGAM_RF_sqrt,0.573720,10
openml/44063,SmoothGAM_tinyGBM,0.637261,22
openml/44063,FullPWC_LinDisp,0.604777,13
openml/44063,SmoothGAM_40s,0.630597,21
openml/44063,HingeGBM_v1,0.430328,3
